"id","name_en","name_ar","name_he","slug","district_1945","subdistrict_1945","district_isr","type_special","pop_1922","pop_1931","type_1945","grp_1945","pop_1945","pal_1945","jsh_1945","change_2016","type_2016","grp_2016","pop_2016","pal_2016","jsh_2016","oth_2016","start","end","lat","lng","map_20k","id_zo","id_pr","id_as","id_old","id_pq","url_pr","url_pq_en","url_pq_ar","notes"
"10906","En Gedi","","עין גדי","en-gedi","Jerusalem","Hebron","Southern","","","","","","","","","Newly built","Settlement","Jewish","600","","500","100","1953","","31.452530","35.384770","no","","","","4357","496","","","",""
"10907","En Dor","","עין דור","en-dor","Galilee","Beisan","Northern","","","","","","","","","Newly built","Settlement","Jewish","1000","","1000","","1948","","32.656390","35.416560","no","","","","4358","744","","","",""
"10908","En HaBesor","","עין הבשור","en-habesor","Gaza","Beersheba","Southern","","","","","","","","","Newly built","Settlement","Jewish","1200","","1100","100","1982","","31.281470","34.442460","no","","","","4359","523","","","",""
"10911","En HaMifrats","","עין המפרץ","en-hamifraz","Haifa","Haifa","Northern","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","1200","","1200","","1938","","32.903484","35.095059","yes","","","","4360","919","","","",""
"10912","En HaNaziv","","עין הנצי""ב","en-hanaziv","Galilee","Beisan","Northern","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","600","","600","","1946","","32.470370","35.501540","no","","","","4361","722","","","",""
"10913","En HaEmeq","","עין העמק","en-haemeq","Haifa","Haifa","Northern","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","800","","800","","1944","","32.628820","35.084780","no","","","","4362","968","","","",""
"10915","En HaShelosha","","עין השלושה","en-hashelosha","Gaza","Beersheba","Southern","","","","","","","","","Newly built","Settlement","Jewish","400","","400","","1950","","31.351480","34.401640","no","","","","4363","523","","","",""
"10918","Ayn Hawd (New)","عين حوض","עין חוד","ayn-hawd-new","Haifa","Haifa","Haifa","","","","Village","Palestinian","","","","Newly built","Village","Palestinian","300","300","","","","","32.691564","34.999704","no","","","","4364","918","","16927/ayn-hawd","21587/عين-حوض",""
"10919","En Harod (Ihud)","","עין חרוד (איחוד)","en-harod-ihud","Galilee","Beisan","Northern","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","500","","500","","1921","","32.563640","35.391210","no","","","","4873","750","","","",""
"10921","En Yahav","","עין יהב","en-yahav","Gaza","Beersheba","Southern","","","","","","","","","Newly built","Settlement","Jewish","700","","700","","1951","","30.658310","35.238140","no","","","","4366","523","","","",""
"10922","En Ya'aqov","","עין יעקב","en-yaaqov","Galilee","Acre","Northern","","","","","","","","","Newly built","Settlement","Jewish","1000","","1000","","1950","","33.009480","35.229480","no","","","","4367","983","","","",""
"10923","En Karem-B.S.Haqla'i","","עין כרם-בי""ס חקלאי","en-karem-bshaqlai","Jerusalem","Jerusalem","Jerusalem","","","","","","","","","Newly built","Settlement","Jewish","200","","200","","1952","","31.778220","35.153030","no","","","","4368","330","","","",""
"10924","En Karmel","","עין כרמל","en-karmel","Haifa","Haifa","Haifa","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","900","","900","","1947","","32.677050","34.953250","no","","","","4369","938","","","",""
"10926","Ayn Naqquba","","עין נקובא","ein-naqquba","Jerusalem","Jerusalem","Jerusalem","","","","Village","Palestinian","","","","Remaining","Village","Palestinian","3100","3100","","","","","31.793263","35.119865","no","","","","4370","352","","","",""
"10927","En Iron","عين عيرون","עין עירון","en-iron","Haifa","Haifa","Haifa","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","600","","600","","1934","","32.482663","35.009924","yes","","","","4371","962","","","",""
"10928","En Zurim","","עין צורים","en-zurim","Gaza","Gaza","Southern","","","","","","","","","Newly built","Settlement","Jewish","800","","800","","1949","","31.695960","34.719870","no","","","","4372","569","","","",""
"10930","Eyn Rafa","","עין ראפה","ein-rafa","Jerusalem","Jerusalem","Jerusalem","","","","Village","Palestinian","","","","Remaining","Village","Palestinian","1200","1200","","","","","31.791707","35.115118","yes","","","","4373","352","","","",""
"10931","En Shemer","","עין שמר","en-shemer","Haifa","Haifa","Haifa","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","600","","500","100","1927","","32.463548","35.004343","yes","","","","4374","930","","","",""
"10932","En Sarid","","עין שריד","en-sarid","Samaria","Tulkarem","Central","","","","","","","","","Newly built","Settlement","Jewish","1600","","1600","","1950","","32.273760","34.935580","no","","","","4375","451","","","",""
"10933","En Tamar","","עין תמר","en-tamar","Gaza","Beersheba","Southern","","","","","","","","","Newly built","Settlement","Jewish","200","","200","","1982","","30.943240","35.362040","no","","","","4376","523","","","",""
"10934","Enat","","עינת","enat","Lydda","Ramle","Central","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","800","","800","","1925","","32.082950","34.938580","no","","","","4377","682","","","",""
"10936","Alumim","","עלומים","alumim","Gaza","Gaza","Southern","","","","","","","","","Newly built","Settlement","Jewish","500","","500","","1966","","31.452330","34.513350","no","","","","4378","525","","","",""
"10937","Eli","","עלי","eli","Samaria","Nablus","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","4200","","4200","","1984","","32.072750","35.266820","no","","","","4379","187","","","",""
"10938","Ale Zahav","","עלי זהב","ale-zahav","Samaria","Nablus","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","1600","","1600","","1982","","32.070890","35.065810","no","","","","4380","202","","","",""
"10939","Alma","عَلْما","עלמה","alma","Galilee","Safad","Northern","","","","","","","","","Newly built","Settlement","Jewish","700","","700","","1949","","33.051240","35.499840","no","","","","4381","774","","","",""
"10940","Almon","","עלמון","almon","Jerusalem","Jerusalem","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","1300","","1300","","1982","","31.830590","35.295290","no","","","","4382","370","","","",""
"10941","Amuqqa","","עמוקה","amuqqa","Galilee","Safad","Northern","","","","","","","","","Newly built","Settlement","Jewish","100","","100","","1980","","32.998080","35.524810","no","","","","4383","779","","","",""
"10942","Amminadav","","עמינדב","amminadav","Jerusalem","Jerusalem","Jerusalem","","","","","","","","","Newly built","Settlement","Jewish","1100","","1100","","1950","","31.751610","35.141650","no","","","","4384","356","","","",""
"10943","Ammi'ad","","עמיעד","ammiad","Galilee","Safad","Northern","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","400","","400","","1946","","32.927790","35.540910","no","","","","4385","798","","","",""
"10944","Ammi'oz","","עמיעוז","ammioz","Gaza","Beersheba","Southern","","","","","","","","","Newly built","Settlement","Jewish","200","","200","","1957","","31.248460","34.413010","no","","","","4386","523","","","",""
"10945","Ammiqam","","עמיקם","ammiqam","Haifa","Haifa","Haifa","","","","","","","","","Newly built","Settlement","Jewish","700","","700","","1950","","32.563190","35.020870","no","","","","4387","944","","","",""
"10946","Amir","","עמיר","amir","Galilee","Safad","Northern","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","600","","500","100","1939","","33.178653","35.621793","yes","","","","4388","833","","","",""
"10947","Immanu'el","","עמנואל","immanuel","Samaria","Nablus","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","3300","","3300","","1983","","32.161570","35.136910","no","","","","4389","181","","","",""
"10948","Amka","عَمقا","עמקה","amka","Galilee","Acre","Northern","","","","","","","","","Newly built","Settlement","Jewish","700","","700","","1949","","32.980017","35.160487","no","","","","4390","10","","","",""
"10949","Enav","","ענב","enav","Samaria","Tulkarem","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","700","","700","","1981","","32.284480","35.126420","no","","","","4391","466","","","",""
"10952","Silwad","سلواد","עפרה","ofra","Jerusalem","Ramallah","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","3600","","3600","","1975","","31.952090","35.266110","no","","","","4392","297","","","",""
"10953","Ez Efrayim","","עץ אפרים","ez-efrayim","Samaria","Nablus","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","2000","","2000","","1985","","32.119740","35.046450","no","","","","4393","213","","","",""
"10954","Atsmon Segev","","עצמון שגב","atsmon-segev","Galilee","Acre","Northern","","","","","","","","","Newly built","Settlement","Jewish","1100","","1100","","1953","","32.866020","35.252090","no","","","","4394","37","","","",""
"10956","Aramsha","","עראמשה*","aramsha","Galilee","Acre","Northern","","","","Village","Palestinian","","","","Remaining","Village","Palestinian","1600","1600","","","","","33.088651","35.225757","no","","","","4395","5","","","",""
"10957","Arab al-Naim","","ערב אל נעים","arab-al-naim","Galilee","Acre","Northern","","","","Village","Palestinian","","","","Remaining","Village","Palestinian","800","800","","","","","32.888273","35.289831","no","","800","","4396","44","GeoPoints/_Arab_al_Na_im_800","","",""
"10958","Arad","","ערד","arad","Jerusalem","Hebron","Southern","","","","","","","","","Newly built","City","Jewish","24000","","19900","4100","1961","","31.258930","35.213890","no","","","","4397","496","","","",""
"10959","Arugot","","ערוגות","arugot","Gaza","Gaza","Southern","","","","","","","","","Newly built","Settlement","Jewish","1200","","1100","100","1949","","31.734210","34.772430","no","","","","4398","572","","","",""
"10961","Ar'ara-BaNegev","","ערערה-בנגב","arara-banegev","Gaza","Beersheba","Southern","Concentration town","","","","","","","","Newly built","Village","Palestinian","16300","16300","","","","","31.158507","35.023421","no","","","","4399","523","","","",""
"10962","Aseret","","עשרת","aseret","Lydda","Ramle","Central","","","","","","","","","Newly built","Settlement","Jewish","1000","","1000","","1954","","31.824670","34.747300","no","","","","4400","638","","","",""
"10964","Otni'el","","עתניאל","otniel","Jerusalem","Hebron","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","1000","","1000","","1983","","31.439460","35.029610","no","","","","4401","506","","","",""
"10965","Paran","","פארן","paran","Gaza","Beersheba","Southern","","","","","","","","","Newly built","Settlement","Jewish","400","","400","","1972","","30.363430","35.155550","no","","","","4402","523","","","",""
"10966","Pedu'el","","פדואל","peduel","Samaria","Nablus","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","1700","","1700","","1984","","32.061580","35.052160","no","","","","4403","202","","","",""
"10967","Peduyim","","פדויים","peduyim","Gaza","Beersheba","Southern","","","","","","","","","Newly built","Settlement","Jewish","500","","500","","1950","","31.326910","34.611140","no","","","","4404","523","","","",""
"10968","Pedaya","","פדיה","pedaya","Lydda","Ramle","Central","","","","","","","","","Newly built","Settlement","Jewish","800","","800","","1951","","31.858090","34.882700","no","","","","4405","688","","","",""
"10970","Poriyya-Kefar Avoda","","פורייה - כפר עבודה","poriyya-kefar-avoda","Galilee","Tiberias","Northern","","","","","","","","","Newly built","Settlement","Jewish","400","","400","","1949","","32.719490","35.546630","no","","","","4406","897","","","",""
"10971","Poriyya-Newe Oved","بورية","פורייה - נווה עובד","poriyya-newe-oved","Galilee","Tiberias","Northern","","","","","","","","","Newly built","Settlement","Jewish","1200","","1100","100","1949","","32.744220","35.537340","no","","","","4407","890","","","",""
"10973","Porat","","פורת","porat","Samaria","Tulkarem","Central","","","","","","","","","Newly built","Settlement","Jewish","1200","","1200","","1950","","32.276400","34.950330","no","","","","4408","451","","","",""
"10974","Pattish","","פטיש","pattish","Gaza","Beersheba","Southern","","","","","","","","","Newly built","Settlement","Jewish","900","","900","","1950","","31.327300","34.559860","no","","","","4409","523","","","",""
"10975","Pelekh","","פלך","pelekh","Galilee","Acre","Northern","","","","","","","","","Newly built","Settlement","Jewish","100","","100","","1980","","32.933830","35.233530","no","","","","4410","52","","","",""
"10976","Palmahim","","פלמחים","palmahim","Lydda","Ramle","Central","","","","","","","","","Newly built","Settlement","Jewish","600","","600","","1949","","31.933450","34.706360","no","","","","4411","689","","","",""
"10977","Pene Hever","","פני חבר","pene-hever","Jerusalem","Hebron","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","500","","500","","1982","","31.486200","35.165400","no","","","","4412","495","","","",""
"10978","Pesagot","","פסגות","pesagot","Jerusalem","Ramallah","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","1800","","1800","","1981","","31.898980","35.224740","no","","","","4413","274","","","",""
"10979","Fassuta","فســوطة","פסוטה","fassuta","Galilee","Acre","Northern","","","","Village","Palestinian","","","","Remaining","Village","Palestinian","3000","3000","","","","","33.049180","35.308523","yes","","1132","","4414","19","GeoPoints/Fassuta_1132","","",""
"10980","Pa'ame Tashaz","","פעמי תש""ז","paame-tashaz","Gaza","Beersheba","Southern","","","","","","","","","Newly built","Settlement","Jewish","500","","500","","1953","","31.439370","34.693110","no","","","","4415","523","","","",""
"10981","Peza'el","","פצאל","pezael","Samaria","Nablus","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","300","","300","","1975","","32.044120","35.449230","no","","","","4416","160","","","",""
"10983","Peki'in Hadasha","","פקיעין חדשה","peqiin-hadasha","Galilee","Acre","Northern","","","","","","","","","Newly built","Settlement","Jewish","500","","500","","1955","","32.983730","35.322980","no","","","","4417","15","","","",""
"10985","Pardesiyya","","פרדסייה","pardesiyya","Samaria","Tulkarem","Central","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","5700","","5700","","1942","","32.302762","34.911813","yes","","","","4418","446","","","",""
"10986","Parod","","פרוד","parod","Galilee","Safad","Northern","","","","","","","","","Newly built","Settlement","Jewish","500","","500","","1949","","32.932180","35.433360","no","","","","4419","788","","","",""
"10987","Perazon","","פרזון","perazon","Samaria","Jenin","Northern","","","","","","","","","Newly built","Settlement","Jewish","300","","300","","1953","","32.545790","35.310800","no","","","","4420","141","","","",""
"10988","Peri Gan","","פרי גן","peri-gan","Gaza","Beersheba","Southern","","","","","","","","","Newly built","Settlement","Jewish","200","","200","","1981","","31.221580","34.354780","no","","","","4421","523","","","",""
"10990","Petahya","","פתחיה","petahya","Lydda","Ramle","Central","","","","","","","","","Newly built","Settlement","Jewish","900","","900","","1951","","31.867380","34.885730","no","","","","4422","688","","","",""
"10991","Ze'elim","","צאלים","zeelim","Gaza","Beersheba","Southern","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","500","","400","100","1947","","31.203970","34.534050","no","","","","4423","523","","","",""
"10992","Zviyya","","צביה","zviyya","Galilee","Acre","Northern","","","","","","","","","Newly built","Settlement","Jewish","300","","300","","1979","","32.889770","35.331620","no","","","","4424","44","","","",""
"10993","Ziv'on","","צבעון","zivon","Galilee","Safad","Northern","","","","","","","","","Newly built","Settlement","Jewish","100","","100","","1980","","33.025630","35.416260","no","","","","4425","797","","","",""
"10994","Zova","","צובה","zova","Jerusalem","Jerusalem","Jerusalem","","","","","","","","","Newly built","Settlement","Jewish","600","","600","","1948","","31.783520","35.119450","no","","","","4426","352","","","",""
"10995","Tzohar","","צוחר","tzohar","Gaza","Beersheba","Southern","","","","","","","","","Newly built","Settlement","Jewish","400","","400","","1973","","31.236370","34.425710","no","","","","4427","523","","","",""
"10996","Zufim","","צופים","zufim","Samaria","Tulkarem","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","2100","","2000","100","1989","","32.198050","35.009830","no","","","","4428","426","","","",""
"10997","Tsofit","صوفيت","צופית","zofit","Samaria","Tulkarem","Central","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","1300","","1300","","1933","","32.197030","34.916501","yes","","","","4429","454","","","",""
"10998","Zofar","","צופר","zofar","Gaza","Beersheba","Southern","","","","","","","","","Newly built","Settlement","Jewish","400","","400","","1970","","30.559630","35.181100","no","","","","4430","523","","","",""
"10999","Zuqi Yam","","צוקי ים","zuqi-yam","Samaria","Tulkarem","Central","","","","","","","","","Newly built","Settlement","Jewish","300","","300","","1956","","32.361400","34.858930","no","","","","4431","477","","","",""
"11000","Zuqim","","צוקים","zuqim","Gaza","Beersheba","Southern","","","","","","","","","Newly built","Settlement","Jewish","300","","300","","1983","","30.491260","35.166320","no","","","","4432","523","","","",""
"11001","Zur Hadassa","","צור הדסה","zur-hadassa","Jerusalem","Jerusalem","Jerusalem","","","","","","","","","Newly built","Settlement","Jewish","7800","","7400","400","1960","","31.717130","35.095460","no","","","","4433","347","","","",""
"11002","Zur Yizhaq","","צור יצחק","zur-yizhaq","Samaria","Tulkarem","Central","","","","","","","","","Newly built","Settlement","Jewish","4900","","4800","100","2007","","32.241050","34.998710","no","","","","4434","433","","","",""
"11003","Tsur Moshe","","צור משה","zur-moshe","Samaria","Tulkarem","Central","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","3400","","3300","100","1937","","32.296955","34.911850","yes","","","","4435","446","","","",""
"11004","Zur Natan","","צור נתן","zur-natan","Samaria","Tulkarem","Central","","","","","","","","","Newly built","Settlement","Jewish","300","","300","","1970","","32.240800","35.013240","no","","","","4436","433","","","",""
"11005","Zuri'el","","צוריאל","zuriel","Galilee","Acre","Northern","","","","","","","","","Newly built","Settlement","Jewish","300","","300","","1950","","33.006820","35.313810","no","","","","4437","46","","","",""
"11006","Zurit","","צורית","zurit","Galilee","Acre","Northern","","","","","","","","","Newly built","Settlement","Jewish","800","","800","","1981","","32.902720","35.252970","no","","","","4438","34","","","",""
"11007","Zippori","","ציפורי","zippori","Galilee","Nazareth","Northern","","","","","","","","","Newly built","Settlement","Jewish","800","","800","","1949","","32.745630","35.278490","no","","","","4439","83","","","",""
"11008","Zelafon","","צלפון","zelafon","Lydda","Ramle","Jerusalem","","","","","","","","","Newly built","Settlement","Jewish","900","","900","","1950","","31.804540","34.931250","no","","","","4440","639","","","",""
"11010","Zafriyya","","צפרייה","zafriyya","Lydda","Jaffa","Central","","","","","","","","","Newly built","Settlement","Jewish","900","","900","","1949","","32.003210","34.855730","no","","","","4441","612","","","",""
"11011","Zafririm","","צפרירים","zafririm","Jerusalem","Hebron","Jerusalem","","","","","","","","","Newly built","Settlement","Jewish","400","","400","","1958","","31.660090","34.943900","no","","","","4442","497","","","",""
"11013","Zerufa","","צרופה","zerufa","Haifa","Haifa","Haifa","","","","","","","","","Newly built","Settlement","Jewish","1100","","1100","","1949","","32.648550","34.948320","no","","","","4443","945","","","",""
"11014","Zor'a","","צרעה","zora","Jerusalem","Jerusalem","Jerusalem","","","","","","","","","Newly built","Settlement","Jewish","900","","900","","1948","","31.762950","34.969160","no","","","","4444","329","","","",""
"11015","Qevuzat Yavne","","קבוצת יבנה","qevuzat-yavne","Lydda","Ramle","Central","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","1000","","1000","","1941","","31.815370","34.719880","yes","","","","4445","712","","","",""
"11016","Qedumim","","קדומים","qedumim","Samaria","Nablus","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","4300","","4300","","1977","","32.218490","35.160210","no","","","","4446","204","","","",""
"11018","Qedma","","קדמה","qedma","Gaza","Gaza","Southern","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","100","","100","","1946","","31.700940","34.775010","no","","","","4447","570","","","",""
"11020","Qedar","","קדר","qedar","Jerusalem","Jerusalem","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","1600","","1500","100","1985","","31.754290","35.311150","no","","","","4448","367","","","",""
"11021","Qidron","","קדרון","qidron","Lydda","Ramle","Central","","","","","","","","","Newly built","Settlement","Jewish","1600","","1600","","1949","","31.815450","34.796350","no","","","","4449","692","","","",""
"11022","Qaddarim","","קדרים","qaddarim","Galilee","Tiberias","Northern","","","","","","","","","Newly built","Settlement","Jewish","200","","200","","1980","","32.898020","35.474320","no","","","","4450","887","","","",""
"11023","Qomemiyyut","","קוממיות","qomemiyyut","Gaza","Gaza","Southern","","","","","","","","","Newly built","Settlement","Jewish","500","","500","","1950","","31.661640","34.730800","no","","","","4451","557","","","",""
"11024","Qoranit","","קורנית","qoranit","Galilee","Nazareth","Northern","","","","","","","","","Newly built","Settlement","Jewish","900","","900","","1982","","32.844110","35.252190","no","","","","4452","95","","","",""
"11025","Qetura","","קטורה","qetura","Gaza","Beersheba","Southern","","","","","","","","","Newly built","Settlement","Jewish","500","","400","100","1970","","29.969790","35.061150","no","","","","4453","523","","","",""
"11026","Qesaryya","","קיסריה","qesaryya","Haifa","Haifa","Haifa","","","","","","","","","Newly built","Settlement","Jewish","5000","","4800","200","1977","","32.507520","34.907750","no","","","","4454","942","","","",""
"11027","Qelahim","","קלחים","qelahim","Gaza","Beersheba","Southern","","","","","","","","","Newly built","Settlement","Jewish","600","","600","","1954","","31.449410","34.677910","no","","","","4455","523","","","",""
"11028","Qalya","","קליה","qalya","Jerusalem","Jerusalem","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","400","","400","","1968","","31.750990","35.467140","no","","","","4456","358","","","",""
"11031","Qazir","","קציר","qazir","Haifa","Haifa","Haifa","","","","","","","","","Newly built","Settlement","Jewish","2800","","2600","200","1982","","32.486100","35.104330","no","","","","4457","909","","","",""
"11032","Qasr A-Sir","","קצר א-סר","qasr-a-sir","Gaza","Beersheba","Southern","","","","Village","Palestinian","","","","Remaining","Village","Palestinian","1600","1600","","","","","31.083041","34.982169","no","","","","4458","523","","","",""
"11034","Qiryat Ono","","קריית אונו","qiryat-ono","Lydda","Jaffa","Tel Aviv - Yafa","","","","Settlement","Jewish","","","","Remaining","City","Jewish","38600","","37600","1000","1939","","32.060750","34.857100","yes","","","","4459","602","","","",""
"11035","Qiryat Arba","","קריית ארבע","qiryat-arba","Jerusalem","Hebron","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","7300","","7100","200","1972","","31.535420","35.118100","no","","","","4460","490","","","",""
"11037","Qiryat Bialik","","קריית ביאליק","qiryat-bialik","Haifa","Haifa","Haifa","","","","Settlement","Jewish","","","","Remaining","City","Jewish","39300","","36100","3200","1934","","32.824085","35.082979","yes","","","","4462","904","","","",""
"11038","Qiryat Gat","","קריית גת","qiryat-gat","Gaza","Gaza","Southern","","","","","","","","","Newly built","City","Jewish","52500","","49400","3100","1954","","31.609100","34.764900","no","","","","4463","549","","","",""
"11039","Qiryat 'Amal","قريات عمال","קריית טבעון","qiryat-tivon-qiryat-amal","Haifa","Haifa","Haifa","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","17600","","17200","400","1937","","32.711201","35.124745","yes","","","","4464","977","","","",""
"11040","Qiryat Yam","","קריית ים","qiryat-yam","Haifa","Haifa","Haifa","","","","Settlement","Jewish","","","","Remaining","City","Jewish","39300","","34000","5300","1941","","32.848740","35.071880","no","","","","4465","919","","","",""
"11041","Qiryat Ye'arim","","קריית יערים","qiryat-yearim","Jerusalem","Jerusalem","Jerusalem","","","","","","","","","Newly built","Settlement","Jewish","4200","","4200","","1975","","31.803800","35.101900","no","","","","4466","344","","","",""
"11042","Qiryat Ye'arim (Institute)","","קריית יערים (מוסד)","qiryat-yearim-institute","Jerusalem","Jerusalem","Jerusalem","","","","","","","","","Newly built","Settlement","Jewish","300","","300","","1952","","31.811650","35.104220","no","","","","4467","344","","","",""
"11043","Qiryat Motzkin","","קריית מוצקין","qiryat-motzkin","Haifa","Haifa","Haifa","","","","Settlement","Jewish","","","","Remaining","City","Jewish","40700","","37200","3500","1934","","32.828517","35.072252","yes","","","","4468","904","","","",""
"11044","Qiryat Mal'akhi","","קריית מלאכי","qiryat-malakhi","Gaza","Gaza","Southern","","","","","","","","","Newly built","City","Jewish","21800","","21400","400","1951","","31.732400","34.746060","no","","","","4469","566","","","",""
"11045","Qiryat Netafim","","קריית נטפים","qiryat-netafim","Samaria","Nablus","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","900","","900","","1983","","32.116740","35.112470","no","","","","4470","216","","","",""
"11047","Qiryat Eqron","","קריית עקרון","qiryat-eqron","Lydda","Ramle","Central","","","","","","","","","Newly built","Settlement","Jewish","10700","","10400","300","1948","","31.861440","34.823090","no","","","","4471","635","","","",""
"11048","Qiryat Shelomo","","קריית שלמה","qiryat-shelomo","Samaria","Tulkarem","Central","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","300","","200","100","1945","","32.233392","34.865812","yes","","","","4472","419","","","",""
"11049","Qiryat Shemona","","קריית שמונה","qiryat-shemona","Galilee","Safad","Northern","","","","","","","","","Newly built","City","Jewish","22100","","20500","1600","1950","","33.211630","35.573200","no","","","","4473","801","","","",""
"11050","Qarne Shomeron","","קרני שומרון","qarne-shomeron","Samaria","Nablus","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","7100","","6800","300","1978","","32.170560","35.092270","no","","","","4474","181","","","",""
"11053","Ras al-'Ein","","ראס אל-עין","ras-al-ein-acre","Galilee","Acre","Northern","","","","Community","Palestinian","","","","Remaining","Village","Palestinian","400","400","","","","","32.914338","35.372491","no","","","","4475","41","","","",""
"11055","Rosh HaAyin","","ראש העין","rosh-haayin","Lydda","Ramle","Central","","","","","","","","","Newly built","City","Jewish","45500","","44900","600","1950","","32.095610","34.956660","no","","","","4477","682","","","",""
"11057","Rosh Zurim","","ראש צורים","rosh-zurim","Jerusalem","Jerusalem","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","900","","900","","1969","","31.667820","35.123560","no","","","","4478","359","","","",""
"11059","Revava","","רבבה","revava","Samaria","Nablus","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","2200","","2200","","1991","","32.118640","35.128360","no","","","","4479","192","","","",""
"11060","Revadim","","רבדים","revadim","Lydda","Ramle","Southern","","","","","","","","","Newly built","Settlement","Jewish","700","","700","","1948","","31.773850","34.815950","no","","","","4480","686","","","",""
"11062","Ravid","","רביד","ravid","Galilee","Tiberias","Northern","","","","","","","","","Newly built","Settlement","Jewish","100","","100","","1981","","32.850880","35.464350","no","","","","4481","873","","","",""
"11063","Regba","","רגבה","regba","Galilee","Acre","Northern","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","1100","","1000","100","1946","","32.977700","35.099390","no","","","","4482","36","","","",""
"11064","Regavim","","רגבים","regavim","Haifa","Haifa","Haifa","","","","","","","","","Newly built","Settlement","Jewish","400","","400","","1948","","32.523990","35.034570","no","","","","4483","940","","","",""
"11065","Rahat","رهط","רהט","rahat","Gaza","Beersheba","Southern","Concentration town","","","","","","","","Newly built","City","Palestinian","64300","64300","","","1971","","31.392341","34.754029","no","","","","4484","523","","","",""
"11066","Rewaha","","רווחה","rewaha","Gaza","Gaza","Southern","","","","","","","","","Newly built","Settlement","Jewish","500","","500","","1953","","31.649390","34.733400","no","","","","4485","557","","","",""
"11067","Rewaya","","רוויה","rewaya","Samaria","Jenin","Northern","","","","","","","","","Newly built","Settlement","Jewish","400","","400","","1952","","32.448700","35.473290","no","","","","4486","140","","","",""
"11070","Rumat Heib","","רומת הייב","rumat-heib","Galilee","Nazareth","Northern","","","","Community","Palestinian","","","","Remaining","Village","Palestinian","1900","1900","","","","","32.778075","35.304349","no","","","","4487","83","","","",""
"11071","Ro'i","","רועי","roi","Samaria","Nablus","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","200","","200","","1976","","32.248310","35.483200","no","","","","4488","243","","","",""
"11072","Rotem","","רותם","rotem","Samaria","Nablus","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","200","","200","","1983","","32.316250","35.503160","no","","","","4489","243","","","",""
"11073","Rehov","","רחוב","rehov","Galilee","Beisan","Northern","","","","","","","","","Newly built","Settlement","Jewish","400","","400","","1951","","32.450740","35.489780","no","","","","4490","742","","","",""
"11075","Rehelim","","רחלים","rehelim","Samaria","Nablus","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","700","","700","","2013","","32.102240","35.257100","no","","","","4491","187","","","",""
"11077","Rehan","","ריחן","rehan","Samaria","Jenin","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","200","","200","","1977","","32.469530","35.136050","no","","","","4493","136","","","",""
