"id","name_en","name_ar","name_he","slug","district_1945","subdistrict_1945","district_isr","type_special","pop_1922","pop_1931","type_1945","grp_1945","pop_1945","pal_1945","jsh_1945","change_2016","type_2016","grp_2016","pop_2016","pal_2016","jsh_2016","oth_2016","start","end","lat","lng","map_20k","id_zo","id_pr","id_as","id_old","id_pq","url_pr","url_pq_en","url_pq_ar","notes"
"10336","Dimona","","דימונה","dimona","Gaza","Beersheba","Southern","","","","","","","","","Newly built","City","Jewish","33200","","30200","3000","1955","","31.069590","35.035010","no","","","","3902","523","","","",""
"10337","Dishon","","דישון","dishon","Galilee","Safad","Northern","","","","","","","","","Newly built","Settlement","Jewish","400","","300","100","1953","","33.082210","35.519010","no","","","","3903","783","","","",""
"10338","Daliyya","","דלייה","daliyya","Haifa","Haifa","Northern","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","800","","700","100","1939","","32.589680","35.074920","no","","","","3904","916","","","",""
"10339","Dalton","","דלתון","dalton","Galilee","Safad","Northern","","","","","","","","","Newly built","Settlement","Jewish","900","","900","","1950","","33.016920","35.489130","no","","","","3905","781","","","",""
"10340","Demeide","","דמיידה","demeide","Galilee","Nazareth","Northern","","","","Village","Palestinian","","","","Remaining","Village","Palestinian","500","500","","","","","32.815353","35.227721","yes","","","","3906","96","","","",""
"10343","Deqel","","דקל","deqel","Gaza","Beersheba","Southern","","","","","","","","","Newly built","Settlement","Jewish","300","","300","","1982","","31.195280","34.347050","no","","","","3907","523","","","",""
"10344","Derig'at","","דריג'את","derigat","Gaza","Beersheba","Southern","","","","Village","Palestinian","","","","Remaining","Village","Palestinian","1100","1100","","","","","31.301073","35.075772","no","","","","3908","523","","","",""
"10345","HaOn","","האון","haon","Galilee","Tiberias","Northern","","","","","","","","","Newly built","Settlement","Jewish","200","","200","","1949","","32.725210","35.621970","no","","","","3909","881","","","",""
"10346","HaBonim","","הבונים","habonim","Haifa","Haifa","Haifa","","","","","","","","","Newly built","Settlement","Jewish","400","","400","","1949","","32.637150","34.932690","no","","","","3910","927","","","",""
"10347","HaGosherim","","הגושרים","hagosherim","Galilee","Safad","Northern","","","","","","","","","Newly built","Settlement","Jewish","700","","700","","1948","","33.220760","35.623660","no","","","","3911","803","","","",""
"10349","Hod HaSharon (Ramatayim)","راماتيم","הוד השרון","hod-hasharon","Lydda","Jaffa","Central","","","","Settlement","Jewish","","","","Remaining","City","Jewish","58900","","57700","1200","1924","","32.152370","34.893960","no","","","","3912","624","","","",""
"10350","Hodayot","","הודיות","hodayot","Galilee","Tiberias","Northern","","","","","","","","","Newly built","Settlement","Jewish","400","","300","100","1959","","32.788630","35.435240","no","","","","3913","871","","","",""
"10351","Hodiyya","","הודייה","hodiyya","Gaza","Gaza","Southern","","","","","","","","","Newly built","Settlement","Jewish","500","","500","","1949","","31.674990","34.640780","no","","","","3914","554","","","",""
"10352","Hosha'aya","","הושעיה","hoshaaya","Galilee","Nazareth","Northern","","","","","","","","","Newly built","Settlement","Jewish","1900","","1900","","1981","","32.758520","35.291950","no","","","","3915","83","","","",""
"10354","Shorashim","شوراشيم","הזורעים","hazoreim","Galilee","Tiberias","Northern","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","1000","","1000","","1939","","32.746020","35.502450","no","","","","3916","857","","","",""
"10355","HaHoterim","","החותרים","hahoterim","Haifa","Haifa","Haifa","","","","","","","","","Newly built","Settlement","Jewish","800","","700","100","1948","","32.752260","34.956880","no","","","","3917","948","","","",""
"10356","HaYogev","","היוגב","hayogev","Haifa","Haifa","Northern","","","","","","","","","Newly built","Settlement","Jewish","700","","700","","1949","","32.611840","35.204870","no","","","","3918","935","","","",""
"10357","Hilla","","הילה","hilla","Galilee","Acre","Northern","","","","","","","","","Newly built","Settlement","Jewish","600","","600","","1980","","33.036440","35.244260","no","","","","3919","38","","","",""
"10358","HaMa'pil","","המעפיל","hamapil","Samaria","Tulkarem","Central","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","800","","800","","1945","","32.378000","34.982770","no","","","","3920","460","","","",""
"10359","HaSolelim","","הסוללים","hasolelim","Galilee","Nazareth","Northern","","","","","","","","","Newly built","Settlement","Jewish","900","","900","","1949","","32.750610","35.237630","no","","","","3921","83","","","",""
"10360","HaOgen","","העוגן","haogen","Samaria","Tulkarem","Central","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","900","","900","","1947","","32.362200","34.924060","no","","","","3922","457","","","",""
"10361","Har Adar","","הר אדר","har-adar","Jerusalem","Jerusalem","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","4000","","3900","100","1986","","31.826550","35.129130","no","","","","3923","394","","","",""
"10362","Har Gillo","","הר גילה","har-gillo","Jerusalem","Jerusalem","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","1500","","1500","","1972","","31.721590","35.172260","no","","","","3924","360","","","",""
"10363","Har Amasa","","הר עמשא","har-amasa","Jerusalem","Hebron","Southern","","","","","","","","","Newly built","Settlement","Jewish","100","","100","","1983","","31.343490","35.101990","no","","","","3925","516","","","",""
"10364","Har'el","","הראל","harel","Lydda","Ramle","Jerusalem","","","","","","","","","Newly built","Settlement","Jewish","300","","200","100","1948","","31.809090","34.949500","no","","","","3926","639","","","",""
"10365","Harduf","","הרדוף","harduf","Haifa","Haifa","Northern","","","","","","","","","Newly built","Settlement","Jewish","1100","","1000","100","1982","","32.764680","35.171680","no","","","","3927","906","","","",""
"10367","Hararit","","הררית","hararit","Galilee","Acre","Northern","","","","","","","","","Newly built","Settlement","Jewish","400","","400","","1980","","32.845820","35.367130","no","","","","3928","11","","","",""
"10368","Wered Yeriho","","ורד יריחו","wered-yeriho","Jerusalem","Jerusalem","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","300","","200","100","1980","","31.826900","35.433450","no","","","","3929","376","","","",""
"10369","Wardon","","ורדון","wardon","Gaza","Gaza","Southern","","","","","","","","","Newly built","Settlement","Jewish","300","","300","","1968","","31.663810","34.782040","no","","","","3930","570","","","",""
"10370","Zavdi'el","","זבדיאל","zavdiel","Gaza","Gaza","Southern","","","","","","","","","Newly built","Settlement","Jewish","500","","500","","1950","","31.658950","34.760130","no","","","","3931","556","","","",""
"10371","Zohar","","זוהר","zohar","Gaza","Gaza","Southern","","","","","","","","","Newly built","Settlement","Jewish","400","","400","","1956","","31.595390","34.692680","no","","","","3932","542","","","",""
"10372","Ziqim","","זיקים","ziqim","Gaza","Gaza","Southern","","","","","","","","","Newly built","Settlement","Jewish","600","","600","","1949","","31.609200","34.521470","no","","","","3933","545","","","",""
"10373","Zetan","","זיתן","zetan","Lydda","Ramle","Central","","","","","","","","","Newly built","Settlement","Jewish","1100","","1100","","1950","","31.975610","34.890540","no","","","","3934","630","","","",""
"10375","Zekharya","","זכריה","zekharya","Jerusalem","Hebron","Jerusalem","","","","","","","","","Newly built","Settlement","Jewish","1100","","1100","","1950","","31.709700","34.944920","no","","","","3935","519","","","",""
"10376","Yamma","","זמר","yamma","Samaria","Tulkarem","Central","","","","Village","Palestinian","","","","Remaining","Village","Palestinian","6600","6600","","","","","32.368957","35.031451","yes","","","","3936","406","","","",""
"10377","Zimrat","","זמרת","zimrat","Gaza","Gaza","Southern","","","","","","","","","Newly built","Settlement","Jewish","500","","500","","1957","","31.448020","34.551990","no","","","","3937","525","","","",""
"10378","Zanoah","","זנוח","zanoah","Jerusalem","Hebron","Jerusalem","","","","","","","","","Newly built","Settlement","Jewish","500","","500","","1950","","31.732520","34.999200","no","","","","3938","501","","","",""
"10379","Zeru'a","","זרועה","zerua","Gaza","Beersheba","Southern","","","","","","","","","Newly built","Settlement","Jewish","400","","400","","1953","","31.458560","34.624090","no","","","","3939","523","","","",""
"10380","Zarzir","","זרזיר","zarzir","Galilee","Nazareth","Northern","","","","Community","Palestinian","","","","Remaining","Village","Palestinian","7600","7600","","","","","32.724733","35.222257","yes","","","","3940","69","","","",""
"10381","Zerahya","","זרחיה","zerahya","Gaza","Gaza","Southern","","","","","","","","","Newly built","Settlement","Jewish","700","","700","","1950","","31.681630","34.745570","no","","","","3941","569","","","",""
"10382","Khawaled","الخوالد","ח'ואלד","khawaled","Haifa","Haifa","Haifa","","","","Community","Palestinian","","","","Remaining","Village","Palestinian","500","500","","","","","32.770342","35.136670","no","","1564","","3942","906","GeoPoints/Khawalid_1564","","",""
"10384","Hever","","חבר","hever","Samaria","Jenin","Northern","","","","","","","","","Newly built","Settlement","Jewish","500","","400","100","1958","","32.547980","35.264380","no","","","","3943","148","","","",""
"10385","Hagor","","חגור","hagor","Samaria","Tulkarem","Central","","","","","","","","","Newly built","Settlement","Jewish","1200","","1100","100","1949","","32.137430","34.947010","no","","","","3944","427","","","",""
"10386","Haggay","","חגי","haggay","Jerusalem","Hebron","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","600","","600","","1984","","31.493450","35.079930","no","","","","3945","490","","","",""
"10389","Hadid","","חדיד","hadid","Lydda","Ramle","Central","","","","","","","","","Newly built","Settlement","Jewish","900","","900","","1950","","31.968860","34.931930","no","","","","3946","656","","","",""
"10393","Holit","","חולית","holit","Gaza","Beersheba","Southern","","","","","","","","","Newly built","Settlement","Jewish","100","","100","","1980","","31.230670","34.325740","no","","","","3947","523","","","",""
"10394","Hulata","","חולתה","hulata","Galilee","Safad","Northern","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","600","","600","","1937","","33.056522","35.615008","yes","","","","3948","842","","","",""
"10395","Hosen","","חוסן","hosen","Galilee","Acre","Northern","","","","","","","","","Newly built","Settlement","Jewish","1100","","1100","","1949","","32.997820","35.297430","no","","","","3949","46","","","",""
"10396","Hussniyya","","חוסנייה","hussniyya","Galilee","Acre","Northern","","","","Community","Palestinian","","","","Remaining","Village","Palestinian","700","700","","","","","32.905669","35.313237","yes","","","","3950","13","","","",""
"10397","Hofit","","חופית","hofit","Samaria","Tulkarem","Central","","","","","","","","","Newly built","Settlement","Jewish","700","","700","","1955","","32.384980","34.874040","no","","","","3951","402","","","",""
"10398","Huqoq","","חוקוק","huqoq","Galilee","Tiberias","Northern","","","","Settlement","Jewish","","","","Remaining","Settlement","Jewish","600","","500","100","1945","","32.880120","35.495420","no","","","","3952","887","","","",""
"10399","Hura","حورة","חורה","hura","Gaza","Beersheba","Southern","Concentration town","","","","","","","","Newly built","Village","Palestinian","20000","20000","","","1989","","31.297159","34.935769","no","","","","3953","523","","","",""
"10401","Horeshim","","חורשים","horeshim","Samaria","Tulkarem","Central","","","","","","","","","Newly built","Settlement","Jewish","300","","300","","1955","","32.137660","34.971170","no","","","","3954","438","","","",""
"10404","Hinnanit","","חיננית","hinnanit","Samaria","Jenin","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","1200","","1000","200","1981","","32.481170","35.168590","no","","","","3956","150","","","",""
"10407","Haluz","","חלוץ","haluz","Galilee","Acre","Northern","","","","","","","","","Newly built","Settlement","Jewish","500","","500","","1985","","32.950560","35.312140","no","","","","3958","32","","","",""
"10408","Hallamish","","חלמיש","hallamish","Jerusalem","Ramallah","West Bank","Illegal settlement","","","","","","","","Newly built","Settlement","Jewish","1300","","1300","","1977","","32.005830","35.125700","no","","","","3959","278","","","",""
